image,label,dataset,kfold0,kfold1,kfold2,kfold3,kfold4
../data/AML_LMU/Segmented Neutrophil/NGS_6330.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6331.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6332.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6333.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6334.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6335.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6336.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6337.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6338.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6339.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6340.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6341.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6342.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6343.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6344.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6345.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6346.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6347.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6348.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6349.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6350.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6351.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6352.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6353.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6354.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6355.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6356.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6357.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6358.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6359.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6360.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6361.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6362.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6363.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6364.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6365.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6366.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6367.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6368.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6369.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6370.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6371.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6372.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6373.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6374.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6375.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6376.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6377.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6378.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6379.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6380.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6381.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6382.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6383.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6384.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6385.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6386.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6387.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6388.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6389.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6390.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6391.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6392.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6393.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6394.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6395.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6396.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6397.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6398.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6399.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6400.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6401.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6402.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6403.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6404.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6405.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6406.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6407.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6408.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6409.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6410.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6411.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6412.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6413.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6414.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6415.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6416.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6417.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6418.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6419.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6420.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6421.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6422.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6423.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6424.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6425.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6426.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6427.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6428.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6429.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6430.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6431.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6432.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6433.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6434.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6435.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6436.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6437.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6438.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6439.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6440.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6441.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6442.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6443.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6444.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6445.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6446.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6447.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6448.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6449.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6450.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6451.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6452.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6453.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6454.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6455.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6456.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6457.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6458.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6459.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6460.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6461.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6462.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6463.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6464.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6465.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6466.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6467.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6468.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6469.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6470.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6471.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6472.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6473.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6474.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6475.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6476.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6477.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6478.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6479.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6480.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6481.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6482.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6483.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6484.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6485.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6486.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6487.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6488.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6489.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6490.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6491.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6492.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6493.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6494.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6495.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6496.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6497.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6498.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6499.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6500.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6501.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6502.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6503.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6504.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6505.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6506.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6507.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6508.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6509.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6510.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6511.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6512.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6513.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6514.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6515.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6516.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6517.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6518.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6519.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6520.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6521.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6522.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6523.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6524.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6525.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6526.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6527.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6528.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6529.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6530.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6531.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6532.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6533.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6534.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6535.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6536.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6537.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6538.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6539.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6540.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6541.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6542.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6543.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6544.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6545.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6546.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6547.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6548.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6549.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6550.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6551.tiff,Segmented Neutrophil,AML_LMU,train,train,train,test,val
../data/AML_LMU/Segmented Neutrophil/NGS_6552.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
../data/AML_LMU/Segmented Neutrophil/NGS_6553.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6554.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6555.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6556.tiff,Segmented Neutrophil,AML_LMU,test,val,train,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6557.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6558.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6559.tiff,Segmented Neutrophil,AML_LMU,train,train,test,val,train
../data/AML_LMU/Segmented Neutrophil/NGS_6560.tiff,Segmented Neutrophil,AML_LMU,train,test,val,train,train
../data/AML_LMU/Segmented Neutrophil/NGS_6561.tiff,Segmented Neutrophil,AML_LMU,val,train,train,train,test
